Set,color,num_critic_for_reviews,duration,gross,movie_title,num_voted_users,facenumber_in_poster,num_user_for_reviews,language,content_rating,budget,title_year,imdb_score,aspect_ratio,num_Key_words,movies_made,main_genre,num_genre,num_top_actors,num_pop_actors
train,1,406,102,400736600,FrozenÂ ,421658,0,904,English,PG,150000000,2013,7.6,2.24,2,1,Adventure,6,0,0
train,1,275,138,281492479,The Matrix ReloadedÂ ,421818,0,2789,English,R,150000000,2003,7.2,2.35,3,5,Action,2,0,0
train,1,486,112,206360018,Thor: The Dark WorldÂ ,414070,3,532,English,PG13,170000000,2013,7.1,2.35,0,2,Action,3,3,2
train,1,298,146,133375846,Angels & DemonsÂ ,207839,2,435,English,PG13,150000000,2009,6.7,2.35,2,12,Mystery,2,1,0
train,1,516,115,181015141,ThorÂ ,536314,1,738,English,PG13,150000000,2011,7,2.35,2,3,Action,3,3,2
train,1,225,96,114053579,BoltÂ ,146766,0,178,English,PG,150000000,2008,6.9,1.85,4,1,Adventure,5,1,0
train,1,145,88,119420252,G-ForceÂ ,33042,0,90,English,PG,150000000,2009,5.1,2.35,3,1,Action,7,0,0
train,1,310,99,83640426,Wrath of the TitansÂ ,152826,0,253,English,PG13,150000000,2012,5.8,1.85,0,5,Action,3,1,0
train,1,526,113,79711678,Dark ShadowsÂ ,199039,7,479,English,PG13,100000000,2012,6.2,1.85,1,14,Comedy,3,3,1
train,1,357,119,61937495,The WolfmanÂ ,89442,0,432,English,R,150000000,2010,5.8,1.85,1,4,Drama,4,1,0
train,1,194,91,126597121,Bee MovieÂ ,105902,0,206,English,PG,150000000,2007,6.2,1.85,1,1,Adventure,4,2,0
train,1,284,90,165230261,Kung Fu Panda 2Â ,182718,0,209,English,PG,150000000,2011,7.3,2.35,0,1,Action,5,2,0
train,1,280,103,131564731,The Last AirbenderÂ ,118951,0,1382,English,PG,150000000,2010,4.2,2.35,0,9,Action,4,0,0
train,1,310,124,133382309,Mission: Impossible IIIÂ ,256695,0,871,English,PG13,150000000,2006,6.9,2.35,1,4,Action,3,2,1
train,1,339,131,73103784,White House DownÂ ,164238,2,434,English,PG13,150000000,2013,6.4,2.35,4,7,Action,3,1,0
train,1,132,88,21379315,Mars Needs MomsÂ ,17590,0,112,English,PG,150000000,2011,5.4,2.35,2,2,Action,6,0,0
train,1,256,111,34964818,PanÂ ,39956,4,186,English,PG,150000000,2015,5.8,2.35,2,2,Adventure,3,1,1
train,1,196,92,111505642,Mr. Peabody & ShermanÂ ,47900,2,130,English,PG,145000000,2014,6.9,1.85,6,4,Adventure,5,0,0
train,1,220,196,133228348,TroyÂ ,381672,2,1694,English,R,175000000,2004,7.2,2.35,0,5,Adventure,1,1,0
train,1,211,93,216366733,Madagascar 3: Europe's Most WantedÂ ,119213,0,154,English,PG,145000000,2012,6.9,1.85,2,5,Adventure,4,1,0
train,1,464,116,118099659,GhostbustersÂ ,69757,4,1211,English,PG13,144000000,2016,5.5,2.35,1,4,Action,4,0,0
train,1,167,153,201573391,ArmageddonÂ ,322395,0,1171,English,PG13,140000000,1998,6.6,2.35,0,12,Action,4,2,0
train,1,208,88,190418803,Men in Black IIÂ ,270207,2,606,English,PG13,140000000,2002,6.1,1.85,1,7,Action,7,3,0
train,1,287,115,82161969,BeowulfÂ ,142440,1,505,English,PG13,150000000,2007,6.3,2.35,0,13,Action,4,2,0
train,1,432,133,209364921,Mission: Impossible - Ghost ProtocolÂ ,365104,3,512,English,PG13,145000000,2011,7.4,2.35,1,5,Action,3,1,0
train,1,256,97,103400692,Rise of the GuardiansÂ ,123553,0,174,English,PG,145000000,2012,7.3,1.85,6,1,Adventure,4,1,1
train,1,135,90,110332737,Fun with Dick and JaneÂ ,110788,1,258,English,PG13,100000000,2005,6.1,2.35,0,4,Comedy,2,0,0
train,1,190,154,111110575,The Last SamuraiÂ ,317166,1,928,English,R,140000000,2003,7.7,2.35,0,6,Action,4,1,0
train,1,291,121,403706375,Spider-ManÂ ,544665,0,2012,English,PG13,139000000,2002,7.3,1.85,1,9,Action,4,3,1
train,1,292,102,176997107,How to Train Your Dragon 2Â ,221128,5,343,English,PG,145000000,2014,7.9,2.35,3,3,Action,6,2,0
train,1,145,121,31704416,StealthÂ ,45455,0,388,English,PG13,135000000,2005,5,2.35,3,9,Action,4,1,0
train,1,451,215,107503316,WatchmenÂ ,392474,1,1229,English,R,130000000,2009,7.7,2.35,5,7,Action,4,0,0
train,1,141,127,129734803,Lethal Weapon 4Â ,127497,2,287,English,R,140000000,1998,6.6,2.35,0,8,Action,3,0,0
train,1,267,138,132122995,HulkÂ ,212106,0,1445,English,PG13,137000000,2003,5.7,1.85,1,7,Action,2,0,0
train,1,351,122,122512052,G.I. Joe: RetaliationÂ ,146352,6,288,English,PG13,130000000,2013,5.8,2.35,1,5,Action,4,2,0
train,1,166,106,32131830,Final Fantasy: The Spirits WithinÂ ,72259,1,788,English,PG13,137000000,2001,6.4,1.85,2,1,Action,6,1,0
train,1,510,124,176636816,Captain America: The First AvengerÂ ,508818,0,679,English,PG13,140000000,2011,6.9,2.35,2,4,Action,3,0,0
train,1,244,138,93926386,Master and Commander: The Far Side of the WorldÂ ,168207,1,684,English,PG13,150000000,2003,7.4,2.35,0,4,Action,5,0,0
train,1,322,115,292298923,The Twilight Saga: Breaking Dawn - Part 2Â ,185394,3,329,English,PG13,120000000,2012,5.5,2.35,3,5,Adventure,4,1,1
train,1,354,135,134518390,The Incredible HulkÂ ,326286,0,643,English,PG13,150000000,2008,6.8,2.35,0,3,Action,3,1,0
train,1,556,156,183635922,The RevenantÂ ,406020,0,1188,English,R,135000000,2015,8.1,2.35,2,3,Adventure,4,1,2
train,1,362,107,123207194,RangoÂ ,183208,0,337,English,PG,135000000,2011,7.2,2.35,0,7,Adventure,5,2,1
train,1,153,92,83348920,Penguins of MadagascarÂ ,60230,0,118,English,PG,132000000,2014,6.7,1.85,1,5,Adventure,4,0,1
train,1,329,115,227137090,The Bourne UltimatumÂ ,491077,0,820,English,PG13,110000000,2007,8.1,2.35,2,4,Action,3,1,0
train,1,266,92,215395021,Kung Fu PandaÂ ,307029,0,360,English,PG,130000000,2008,7.6,2.35,0,1,Action,5,1,0
train,1,517,117,180191634,Ant-ManÂ ,313866,6,549,English,PG13,130000000,2015,7.4,1.85,0,4,Action,4,1,0
train,1,502,146,424645577,The Hunger Games: Catching FireÂ ,498397,1,706,English,PG13,130000000,2013,7.6,2.35,1,5,Adventure,3,2,1
train,1,165,94,177343675,HomeÂ ,70121,0,214,English,PG,135000000,2015,6.7,1.85,4,2,Adventure,6,0,0
train,1,94,147,138396624,Bad Boys IIÂ ,178126,1,511,English,R,130000000,2003,6.6,2.35,2,12,Action,4,1,0
train,1,246,90,149234747,Puss in BootsÂ ,114287,0,137,English,PG,130000000,2011,6.7,2.35,2,2,Action,6,1,0
train,1,330,101,118311368,SaltÂ ,245621,1,514,English,PG13,110000000,2010,6.4,2.35,2,5,Action,4,1,0
train,1,434,138,101160529,NoahÂ ,200022,2,1240,English,PG13,125000000,2014,5.8,1.85,0,6,Action,3,1,0
train,1,440,107,77564037,The Adventures of TintinÂ ,177383,1,447,English,PG,135000000,2011,7.4,2.35,0,24,Action,4,0,0
train,1,349,100,60522097,After EarthÂ ,158720,0,744,English,PG13,130000000,2013,4.9,2.35,6,9,Action,3,1,0
train,1,145,82,137748063,DinosaurÂ ,38438,1,241,English,PG,127500000,2000,6.5,1.85,0,1,Adventure,4,1,0
train,1,154,98,113733726,Night at the Museum: Secret of the TombÂ ,67223,7,126,English,PG,127000000,2014,6.2,1.85,4,11,Adventure,4,2,1
train,1,233,95,148337537,MegamindÂ ,172754,3,187,English,PG,130000000,2010,7.3,2.35,3,1,Action,5,3,1
train,1,208,96,33592415,R.I.P.D.Â ,91640,2,210,English,PG13,130000000,2013,5.6,2.35,2,6,Action,3,2,0
train,1,271,143,305388685,Pirates of the Caribbean: The Curse of the Black PearlÂ ,809474,3,2113,English,PG13,140000000,2003,8.1,2.35,0,7,Action,3,1,1
train,1,403,123,337103873,The Hunger Games: Mockingjay - Part 1Â ,305008,1,591,English,PG13,125000000,2014,6.7,2.35,1,5,Adventure,3,3,2
train,1,294,174,217536138,The Da Vinci CodeÂ ,314253,2,1966,English,PG13,125000000,2006,6.6,2.35,2,12,Mystery,2,1,0
train,1,159,101,131536019,Rio 2Â ,58498,0,99,English,G,103000000,2014,6.4,2.35,1,4,Adventure,5,0,0
train,1,342,132,209805005,Fast FiveÂ ,284792,3,366,English,PG13,125000000,2011,7.3,2.35,4,5,Action,3,3,1
train,1,382,129,186830669,Sherlock Holmes: A Game of ShadowsÂ ,338635,2,412,English,PG13,125000000,2011,7.5,2.35,1,3,Action,5,1,1
train,1,344,106,163192114,Clash of the TitansÂ ,229679,0,637,English,PG13,125000000,2010,5.8,2.35,0,3,Action,3,1,0
train,1,196,113,119412921,Total RecallÂ ,240241,0,391,English,R,65000000,1990,7.5,1.85,0,3,Action,2,0,0
train,1,85,102,32694788,The 13th WarriorÂ ,101411,1,546,English,R,85000000,1999,6.6,2.35,1,9,Action,3,0,0
train,1,436,135,113165635,The Bourne LegacyÂ ,229823,0,504,English,PG13,125000000,2012,6.7,2.35,1,3,Action,3,1,0
train,1,183,125,107285004,Batman & RobinÂ ,189855,3,1018,English,PG13,125000000,1997,3.7,1.85,0,10,Action,1,1,0
train,1,175,110,260031035,How the Grinch Stole ChristmasÂ ,141414,0,482,English,PG,123000000,2000,6,1.85,4,12,Comedy,3,0,0
train,1,239,124,186739919,The Day After TomorrowÂ ,333248,0,1159,English,PG13,125000000,2004,6.4,2.35,0,7,Action,4,2,0
train,1,237,123,215397307,Mission: Impossible IIÂ ,242188,0,1426,English,PG13,125000000,2000,6.1,2.35,0,5,Action,3,1,0
train,1,231,130,182618434,The Perfect StormÂ ,133076,0,779,English,PG13,140000000,2000,6.4,2.35,1,5,Action,4,0,0
train,1,262,92,131920333,Fantastic 4: Rise of the Silver SurferÂ ,213275,3,436,English,PG,130000000,2007,5.6,2.35,2,6,Action,4,0,0
train,1,552,127,124976634,Life of PiÂ ,440084,0,755,English,PG,120000000,2012,8,1.85,0,7,Adventure,3,0,0
train,1,276,123,115802596,Ghost RiderÂ ,182661,1,681,English,PG13,110000000,2007,5.2,2.35,1,2,Action,3,1,0
train,1,102,107,100685880,Charlie's Angels: Full ThrottleÂ ,100821,0,554,English,PG13,120000000,2003,4.8,2.35,2,6,Action,4,2,0
train,1,775,124,126464904,PrometheusÂ ,456260,0,2326,English,R,130000000,2012,7,2.35,1,14,Adventure,3,1,0
train,1,71,77,64736114,Stuart Little 2Â ,36471,0,69,English,PG,120000000,2002,5.4,1.85,0,4,Adventure,5,0,0
train,1,476,109,93050117,ElysiumÂ ,338087,0,814,English,R,115000000,2013,6.6,2.35,0,2,Action,4,1,0
train,1,207,134,57637485,The Chronicles of RiddickÂ ,183909,0,666,English,PG13,105000000,2004,6.7,2.35,1,4,Action,4,1,0
train,1,492,117,58607007,RoboCopÂ ,182899,0,630,English,PG13,100000000,2014,6.2,2.35,1,1,Action,4,1,0
train,1,168,121,30212620,How Do You KnowÂ ,35066,4,196,English,PG13,120000000,2010,5.3,1.85,1,3,Comedy,3,0,0
train,1,283,117,76418654,Knight and DayÂ ,148280,0,348,English,PG13,117000000,2010,6.3,2.35,1,8,Action,3,1,0
train,1,539,124,89021735,OblivionÂ ,387436,0,892,English,PG13,120000000,2013,7,2.35,1,2,Action,4,2,0
train,1,359,140,380262555,Star Wars: Episode III - Revenge of the SithÂ ,520104,4,3286,English,PG13,113000000,2005,7.6,2.35,0,5,Action,4,2,1
train,1,284,142,310675583,Star Wars: Episode II - Attack of the ClonesÂ ,464310,3,3516,English,PG,115000000,2002,6.7,1.78,3,5,Action,4,2,1
train,1,250,92,289907418,"Monsters, Inc.Â ",585659,0,593,English,G,115000000,2001,8.1,1.85,2,3,Adventure,5,1,0
train,1,440,138,132550960,The WolverineÂ ,328067,1,533,English,PG13,120000000,2013,6.7,2.35,0,8,Action,4,1,1
train,1,320,136,474544677,Star Wars: Episode I - The Phantom MenaceÂ ,534658,1,3597,English,PG,115000000,1999,6.5,2.35,4,5,Action,4,2,1
train,1,257,98,187165546,The CroodsÂ ,150618,3,195,English,PG,135000000,2013,7.3,2.35,1,2,Adventure,5,3,0
train,1,152,153,40911830,WindtalkersÂ ,55994,0,454,English,R,115000000,2002,6,2.35,0,5,Action,3,1,0
train,1,231,120,47952020,The Huntsman: Winter's WarÂ ,37750,2,134,English,PG13,115000000,2016,6.1,2.35,1,1,Action,4,2,1
train,1,348,101,190871240,Teenage Mutant Ninja TurtlesÂ ,167085,0,491,English,PG13,125000000,2014,5.9,2.35,0,5,Action,4,0,0
train,1,93,108,67155742,Dante's PeakÂ ,62271,1,277,English,PG13,116000000,1997,5.8,2.35,1,4,Action,3,0,0
train,1,181,112,81638674,Teenage Mutant Ninja Turtles: Out of the ShadowsÂ ,17533,1.4083723653395785,115,English,PG13,135000000,2016,6.3,2.35,4,2,Action,4,0,0
train,1,179,108,250863268,Night at the MuseumÂ ,234480,2,444,English,PG,110000000,2006,6.4,1.85,0,11,Action,5,2,1
train,1,358,114,155181732,San AndreasÂ ,147497,0,499,English,PG13,110000000,2015,6.1,2.35,1,3,Action,4,1,0
train,1,192,142,113330342,The PatriotÂ ,207613,1,1144,English,R,110000000,2000,7.1,2.35,2,7,Action,4,1,0
train,1,198,125,125531634,Ocean's TwelveÂ ,284852,0,627,English,PG13,110000000,2004,6.4,2.35,2,14,Crime,2,2,0
train,1,233,126,186336103,Mr. & Mrs. SmithÂ ,348861,2,798,English,PG13,120000000,2005,6.5,2.35,3,7,Action,5,2,0
train,1,263,119,129995817,InsurgentÂ ,154621,0,258,English,PG13,110000000,2015,6.3,2.35,0,6,Adventure,3,2,0
train,0,267,170,102608827,The AviatorÂ ,264318,0,799,English,PG13,110000000,2004,7.5,2.35,1,20,Biography,2,2,1
train,1,184,85,42776259,Gulliver's TravelsÂ ,53160,1,121,English,PG,112000000,2010,4.9,2.35,5,3,Adventure,4,0,0
train,1,447,119,98780042,The Green HornetÂ ,136019,0,443,English,PG13,120000000,2011,5.8,2.35,1,3,Action,5,1,0
train,1,366,102,106369117,300: Rise of an EmpireÂ ,225273,0,523,English,R,110000000,2014,6.2,2.35,2,1,Action,4,0,0
train,1,172,103,142614158,The SmurfsÂ ,66593,3,153,English,PG,110000000,2011,5.5,1.78,3,6,Adventure,5,0,0
train,1,104,76,50026353,Home on the RangeÂ ,13581,0,88,English,PG,110000000,2004,5.4,1.78,0,1,Animation,5,1,0
